"Country.Name","Country.Code","available_resources","agriculture","domestic","Cluster"
"Fiji","FJI",28.5499999973434,58.8928150766,29.7997644287,"2"
"France","FRA",114.22999999999,11.35976832059,20.02761346036,"3"
"Gabon","GAB",27.6999999990043,28.9719626168,60.8914450036,"3"
"Georgia","GEO",30.7000000000341,37.95211185214,45.15782728056,"3"
"Ghana","GHA",22.9400000001002,73.32228382107,19.99503226575,"2"
"Guinea","GIN",65.0000000024275,66.00679000659,26.99888691608,"2"
"Gambia, The","GMB",4.59800000007449,38.5826771654,40.5511811024,"3"
"Guinea-Bissau","GNB",11.7000000002073,75.7894736842,17.9473684211,"2"
"Equatorial Guinea","GNQ",10.7900000025994,5.0505050505,79.797979798,"3"
"Greece","GRC",49.4299999999854,81.46352624855,16.0996406672,"2"
"Guyana","GUY",43.7999999997878,94.344846681,4.2430954523,"2"
"Haiti","HTI",10.833999999968,83.3793103448,13.1034482759,"2"
"Hungary","HUN",57.9000000001097,10.54464573832,13.87108464773,"3"
"Indonesia","IDN",749.699999999808,84.73249959515,10.4351305078,"1"
"India","IND",973.800000000055,90.4073587385,7.358738502,"1"
"Ireland","IRL",15.3159999999542,4.09802143021,62.48264277855,"3"
"Iran, Islamic Rep.","IRN",114.344999999974,92.1757770632,6.6452304394,"2"
"Iraq","IRQ",71.2000000000065,85.67613979102,7.00131052881,"2"
"Iceland","ISL",73.5899999971083,0.10054611979,29.2334419548,"3"
"Israel","ISR",1.15910000000014,51.6047719757,41.29682565967,"3"
"Italy","ITA",113.490000000047,49.73433893907,27.45439375351,"2"
"Jamaica","JAM",10.8230000000172,16.47742714017,33.10926146769,"3"
"Jordan","JOR",0.902899999999949,52.49868442331,43.86685824091,"3"
"Japan","JPN",217.499999999975,67.57624459243,18.6963750153,"2"
"Kazakhstan","KAZ",72.1000000000174,61.6670401103,13.15643744001,"2"
"Kenya","KEN",12.1300000000073,71.82916407706,22.10814725206,"2"
"Kyrgyz Republic","KGZ",15.4020000000132,92.6892950392,2.9242819843,"2"
"Korea, Rep.","KOR",34.2600000000192,58.58379882887,25.08174598387,"2"
"Kuwait","KWT",0.0200000000000519,60.58668529324,37.46604958235,"3"
"Lebanon","LBN",3.0820000000003,39.02852340747,13.77494366499,"2"
"Liberia","LBR",55.2000000006053,8.4304318026,54.9691569568,"3"
"Libya","LBY",0.699999999999963,83.1903945111,12.0068610635,"2"
"Sri Lanka","LKA",14.2600000000064,87.362892013,6.2181368763,"2"
"Lesotho","LSO",1.70699999997393,8.6757990868,45.6621004566,"3"
"Morocco","MAR",20.8329999999968,87.7768190969,10.1907774902,"2"
"Moldova","MDA",6.73399999999322,5.33259606533,17.98296700932,"3"
"Madagascar","MDG",119.499999999476,95.8921287315,2.9136454499,"2"
"Maldives","MDV",0.0299999999999362,1.57595317411,94.9152542373,"3"
"Mali","MLI",64.7999999996201,97.8596220594,2.063247204,"2"
"Myanmar","MMR",572.800000004744,88.555735908,9.951664201,"2"
"Mongolia","MNG",13.6200000000999,55.15546102633,12.32572125773,"2"
"Mozambique","MOZ",84.1000000001874,73.06522651077,25.16078484611,"2"
"Mauritania","MRT",10.1779999999995,90.5791734558,7.0656199082,"2"
"Mauritius","MUS",2.75100000000135,55.47300593754,42.6506662767,"3"
"Malawi","MWI",7.75100000000369,85.9375,10.546875,"2"
"Malaysia","MYS",194.999999999319,45.6450437318,24.4533527697,"2"
"Namibia","NAM",32.7200000014114,69.7916666667,25.3472222222,"2"
"Niger","NER",23.4399999999384,89.88371451707,8.40690898577,"2"
"Nigeria","NGA",128.999999999514,44.1683366733,40.0801603206,"3"
"Netherlands","NLD",51.3740000000284,1.77817938987,18.70255746886,"3"
"New Zealand","NZL",122.699999999699,65.2039902332,10.72319266788,"2"
"Oman","OMN",1.39999999999983,82.94151913803,6.25069489575,"2"
"Pakistan","PAK",163.010000000008,93.9765603707,5.2602889071,"2"
"Poland","POL",28.8900000000004,11.62081259783,19.91793181328,"3"
"Puerto Rico","PRI",4.47899999999602,3.20579951668,24.07789014567,"3"
"Portugal","PRT",49.76999999987,58.64551509188,13.74793490485,"2"
"Paraguay","PRY",131.469999997183,78.6158309159,15.0020721094,"2"
"Qatar","QAT",0.0580000000000031,34.43597946837,58.8392255919,"3"
"Romania","ROU",106.810000000056,22.11179952589,15.97324727041,"3"
"Russian Federation","RUS",1572.44500000912,26.63497437617,25.26449397482,"1"
"Saudi Arabia","SAU",2.39999999999999,82.63979779281,12.75916453043,"2"
"Senegal","SEN",18.8100000000068,90.25941544924,9.44622653911,"2"
"Singapore","SGP",0.599999999999949,3.58847795407,45.1948934082,"3"
"Sierra Leone","SLE",42.800000002017,21.5362865221,52.3091423186,"3"
"El Salvador","SLV",16.0299999999883,50.40985315979,31.91131616192,"3"
"Somalia","SOM",13.4459999999987,99.4845360825,0.4548211037,"2"
"Suriname","SUR",15.5899999999114,69.9951290794,8.0045461926,"2"
"Slovak Republic","SVK",23.2399999999573,4.94278891498,52.43425215551,"3"
"Sweden","SWE",69.2999999999733,3.82771210221,36.8550738218,"3"
"Eswatini","SWZ",1.37700000000054,94.1947565543,3.8670411985,"2"
"Chad","TCD",20.48,76.4211005002,11.7894497499,"2"
"Togo","TGO",6.57499999997789,34.0807174888,63.0941704036,"3"
"Tajikistan","TJK",15.1579999999872,80.15357919652,6.4748219858,"2"
"Turkmenistan","TKM",19.41,87.32752600755,2.53717949621,"2"
"Tunisia","TUN",3.93829999999968,77.53225857086,20.03811591423,"2"
"Turkiye","TUR",134.630000000002,85.69253452022,10.75045724585,"2"
"Tanzania","TZA",39.9900000000079,89.3518518519,10.1658950617,"2"
"Uganda","UGA",10.9300000000894,40.6593406593,51.4913657771,"3"
"Ukraine","UKR",77.1800000000421,34.71012295459,23.95281347285,"3"
"Uruguay","URY",37.3999999999407,86.6120218579,11.2021857923,"2"
"United States","USA",1578.00000000025,39.20623001856,13.09758302083,"1"
"Uzbekistan","UZB",34.8700000000036,91.76982560211,4.53443040948,"2"
"Viet Nam","VNM",451.519999999096,94.7823966841,1.4701938315,"2"
"South Africa","ZAF",31.2300000000113,60.80168840212,20.27083622685,"2"
"Zambia","ZMB",55.4399999999577,73.2824427481,18.4478371501,"2"
"Zimbabwe","ZWE",10.6520000000047,82.12332386493,15.41396521173,"2"
